longitude,latitude,housing_median_age,median_house_value,bedroom_ratio,household_rooms,<1H OCEAN,INLAND,ISLAND,NEAR BAY,NEAR OCEAN
-118.25,34.15,13,187500,0.432700994,2.498871332,1,0,0,0,0
-118.26,34.14,51,268800,0.354767184,2.700598802,1,0,0,0,0
-118.26,34.14,29,248100,0.356164384,2.847302905,1,0,0,0,0
-118.27,34.14,10,175000,0.313207547,3.680555556,1,0,0,0,0
-118.26,34.14,6,210700,0.292993631,3.933940774,1,0,0,0,0
-118.27,34.15,7,229000,0.273528375,3.854619565,1,0,0,0,0
-118.26,34.13,25,218100,0.346321696,3.192039801,1,0,0,0,0
-118.26,34.13,37,207100,0.339840926,3.066518847,1,0,0,0,0
-118.26,34.13,37,218800,0.37755102,2.882352941,1,0,0,0,0
-118.26,34.14,23,205000,0.296407186,3.721448468,1,0,0,0,0
-118.25,34.14,13,221900,0.324347577,3.252798507,1,0,0,0,0
-118.25,34.14,25,184500,0.310367893,3.374717833,1,0,0,0,0
-118.25,34.13,22,217500,0.33034188,3.103448276,1,0,0,0,0
-118.24,34.13,45,260500,0.222729579,4.58372093,1,0,0,0,0
-118.25,34.13,52,243800,0.273291925,3.617977528,1,0,0,0,0
-118.25,34.13,36,255900,0.347929396,3.230263158,1,0,0,0,0
-118.25,34.12,21,181300,0.358592693,3.004065041,1,0,0,0,0
-118.31,34.22,27,446200,0.146746176,7.012727273,1,0,0,0,0
-118.33,34.21,31,402900,0.153291536,6.645833333,1,0,0,0,0
-118.34,34.21,36,302200,0.172300981,5.935275081,1,0,0,0,0
-118.29,34.18,36,320400,0.198717949,5.098039216,1,0,0,0,0
-118.3,34.19,14,280900,0.252558783,4.242957746,1,0,0,0,0
-118.3,34.19,52,326100,0.162558685,6.503816794,1,0,0,0,0
-118.3,34.19,51,332400,0.161784288,6.502164502,1,0,0,0,0
-118.31,34.19,27,287900,0.248037344,4.376044568,1,0,0,0,0
-118.3,34.19,52,343500,0.15800135,6.356223176,1,0,0,0,0
-118.31,34.2,36,349600,0.155437352,6.086330935,1,0,0,0,0
-118.32,34.2,36,345300,0.163981043,6.169590643,1,0,0,0,0
-118.32,34.2,36,328900,0.179183136,5.622222222,1,0,0,0,0
-118.32,34.2,36,294400,0.170374115,6.360128617,1,0,0,0,0
-118.33,34.2,43,289000,0.191698113,5.342741935,1,0,0,0,0
-118.33,34.2,43,284600,0.180017227,5.362586605,1,0,0,0,0
-118.34,34.2,41,262900,0.238461538,4.60547504,1,0,0,0,0
-118.34,34.19,41,192400,0.257874016,4.064,1,0,0,0,0
-118.36,34.2,14,231800,0.326943557,3.359570662,1,0,0,0,0
-118.32,34.2,29,341200,0.200995926,5.481389578,1,0,0,0,0
-118.32,34.19,37,352100,0.186516854,5.5625,1,0,0,0,0
-118.32,34.19,37,272500,0.217906517,4.822222222,1,0,0,0,0
-118.31,34.19,42,361700,0.205801105,4.826666667,1,0,0,0,0
-118.32,34.19,37,222700,0.202037351,4.827868852,1,0,0,0,0
-118.33,34.2,23,206500,0.276500905,3.731288981,1,0,0,0,0
-118.3,34.18,13,251900,0.278366323,3.832264957,1,0,0,0,0
-118.3,34.17,37,200000,0.328571429,3.153153153,1,0,0,0,0
-118.3,34.18,5,172100,0.282046613,3.908896797,1,0,0,0,0
-118.31,34.18,11,181300,0.285989717,3.656874266,1,0,0,0,0
-118.31,34.19,13,222700,0.293606946,3.525974026,1,0,0,0,0
-118.32,34.18,49,118800,0.213541667,5.052631579,1,0,0,0,0
-118.32,34.18,44,212100,0.244040151,4.688235294,1,0,0,0,0
-118.32,34.17,39,250000,0.282706767,3.667279412,1,0,0,0,0
-118.32,34.17,47,247100,0.179606025,5.33814433,1,0,0,0,0
-118.33,34.17,48,245100,0.186919505,5.62962963,1,0,0,0,0
-118.33,34.19,46,222000,0.21891253,4.817767654,1,0,0,0,0
-118.33,34.18,45,226000,0.201167315,5.039215686,1,0,0,0,0
-118.33,34.19,45,217000,0.230564784,4.717868339,1,0,0,0,0
-118.34,34.19,48,223100,0.202702703,4.625,1,0,0,0,0
-118.33,34.18,45,235500,0.202963918,4.911392405,1,0,0,0,0
-118.33,34.18,49,231300,0.19146775,5.365122616,1,0,0,0,0
-118.33,34.18,48,231400,0.181432611,5.861878453,1,0,0,0,0
-118.34,34.19,43,219900,0.244897959,4.035294118,1,0,0,0,0
-118.34,34.19,47,231200,0.199302731,5.152694611,1,0,0,0,0
-118.34,34.18,45,226900,0.207813526,5.085141903,1,0,0,0,0
-118.34,34.18,46,229900,0.216080402,4.722033898,1,0,0,0,0
-118.35,34.19,45,209100,0.210409745,4.426470588,1,0,0,0,0
-118.36,34.19,46,209500,0.192124105,5.681355932,1,0,0,0,0
-118.35,34.18,46,224700,0.18111398,5.532653061,1,0,0,0,0
-118.35,34.18,46,230400,0.205978261,5.111111111,1,0,0,0,0
-118.35,34.17,44,232000,0.238335925,4.512280702,1,0,0,0,0
-118.35,34.17,47,225000,0.198135198,5.01754386,1,0,0,0,0
-118.35,34.17,42,216000,0.203241895,4.875379939,1,0,0,0,0
-118.36,34.17,46,229100,0.189274448,5.305439331,1,0,0,0,0
-118.34,34.18,45,226900,0.218373494,4.595155709,1,0,0,0,0
-118.34,34.18,45,232000,0.1965788,5.460949464,1,0,0,0,0
-118.34,34.17,49,232500,0.191229805,5.406417112,1,0,0,0,0
-118.35,34.16,42,250000,0.210851345,4.949781659,1,0,0,0,0
-118.35,34.16,45,293800,0.202158273,5.148148148,1,0,0,0,0
-118.35,34.16,49,267900,0.174712644,5.117647059,1,0,0,0,0
-118.33,34.17,44,251800,0.193898656,5.298630137,1,0,0,0,0
-118.33,34.16,37,247800,0.24149517,4.771543086,1,0,0,0,0
-118.34,34.17,46,247000,0.200232829,5.008746356,1,0,0,0,0
-118.34,34.17,52,249500,0.187113857,5.103603604,1,0,0,0,0
-118.34,34.16,44,254500,0.227722772,4.864022663,1,0,0,0,0
-118.34,34.16,46,244500,0.210601719,5.674796748,1,0,0,0,0
-118.33,34.16,44,247900,0.239926063,4.136085627,1,0,0,0,0
-118.33,34.15,39,17500,0.340770791,3.572463768,1,0,0,0,0
-118.33,34.15,44,331800,0.229371688,4.388704319,1,0,0,0,0
-118.34,34.15,40,497400,0.246414602,4.414388489,1,0,0,0,0
-118.34,34.15,16,450000,0.237704918,4.610465116,1,0,0,0,0
-118.34,34.16,25,246900,0.289871753,3.699513382,1,0,0,0,0
-118.32,34.17,45,258800,0.200116009,5.362363919,1,0,0,0,0
-118.31,34.16,38,349300,0.283340435,4.290676417,1,0,0,0,0
-118.32,34.16,49,366700,0.158286778,5.163461538,1,0,0,0,0
-118.32,34.17,40,279300,0.190578158,4.635235732,1,0,0,0,0
-118.33,34.16,23,234600,0.314937454,3.576315789,1,0,0,0,0
-118.32,34.16,46,278300,0.193176972,5.491803279,1,0,0,0,0
-118.3,34.17,16,205000,0.294161123,3.789915966,1,0,0,0,0
-118.31,34.16,37,315000,0.208022388,4.928735632,1,0,0,0,0
-118.31,34.17,12,218300,0.292032622,3.750588235,1,0,0,0,0
-118.31,34.17,24,219400,0.315120275,3.333333333,1,0,0,0,0
-118.43,34.3,33,146000,0.203847728,5.047520661,1,0,0,0,0
-118.43,34.3,37,161800,0.224533716,4.262996942,1,0,0,0,0
-118.43,34.29,39,153500,0.231769361,4.535897436,1,0,0,0,0
-118.42,34.29,34,160300,0.218938885,4.757188498,1,0,0,0,0
-118.43,34.3,28,164600,0.225092251,4.370967742,1,0,0,0,0
-118.44,34.29,35,193800,0.171527245,6.45049505,1,0,0,0,0
-118.43,34.29,38,155500,0.203638498,4.556149733,1,0,0,0,0
-118.43,34.29,38,154600,0.240905416,4.221843003,1,0,0,0,0
-118.43,34.29,50,167000,0.224386113,4.390334572,1,0,0,0,0
-118.43,34.28,27,154200,0.324825986,3.228464419,1,0,0,0,0
-118.44,34.29,32,122900,0.303174603,3.684210526,1,0,0,0,0
-118.44,34.29,30,160100,0.245710784,4.069825436,1,0,0,0,0
-118.45,34.29,30,154200,0.299212598,3.371681416,1,0,0,0,0
-118.44,34.28,32,138800,0.277039848,3.685314685,1,0,0,0,0
-118.44,34.28,46,162500,1,0.846153846,1,0,0,0,0
-118.44,34.28,37,144100,0.258474576,4.017021277,1,0,0,0,0
-118.44,34.28,47,151700,0.230130486,4.683333333,1,0,0,0,0
-118.44,34.28,38,137100,0.26384083,4,1,0,0,0,0
-118.45,34.28,36,149800,0.245196003,4.196774194,1,0,0,0,0
-117.71,34.15,17,349100,0.133784928,7.662197232,0,1,0,0,0
-117.73,34.12,26,293800,0.127443315,8.146496815,0,1,0,0,0
-117.78,34.13,18,260500,0.148884329,6.355338223,0,1,0,0,0
-117.76,34.13,8,358700,0.135688287,7.773191095,0,1,0,0,0
-117.8,34.15,14,248700,0.159090909,6.777969019,0,1,0,0,0
-117.8,34.11,25,211700,0.162929153,6.283042394,0,1,0,0,0
-117.8,34.1,17,174600,0.225887832,4.758079409,0,1,0,0,0
-117.8,34.1,13,161700,0.165220294,6.456896552,0,1,0,0,0
-117.79,34.12,16,224500,0.175597692,5.439461883,0,1,0,0,0
-117.79,34.11,18,215600,0.189040378,5.511560694,0,1,0,0,0
-117.83,34.14,26,349900,0.139689847,7.297966401,0,1,0,0,0
-117.83,34.15,20,451500,0.126394052,8.124161074,0,1,0,0,0
-117.82,34.13,27,309700,0.15198939,6.708185053,0,1,0,0,0
-117.84,34.13,26,198000,0.18393851,5.484011628,0,1,0,0,0
-117.87,34.15,24,451400,0.127937337,8.460972018,0,1,0,0,0
-117.93,34.15,14,156800,0.208636837,5.039328789,0,1,0,0,0
-117.9,34.15,21,212800,0.22422179,4.792540793,0,1,0,0,0
-117.9,34.14,29,184200,0.204017857,5.503685504,1,0,0,0,0
-117.9,34.14,35,155500,0.223550243,4.438113949,1,0,0,0,0
-117.91,34.14,42,166700,0.217977528,4.795258621,0,1,0,0,0
-117.89,34.14,15,222100,0.208225668,5.356401384,1,0,0,0,0
-117.88,34.14,23,355500,0.139514731,7.280757098,0,1,0,0,0
-117.88,34.14,32,186700,0.2069161,5.361702128,0,1,0,0,0
-117.88,34.13,33,185500,0.19337463,5.156944444,1,0,0,0,0
-117.85,34.14,35,297200,0.147982063,6.757575758,0,1,0,0,0
-117.85,34.14,35,275000,0.15676359,7.158371041,0,1,0,0,0
-117.86,34.14,33,283400,0.154863481,6.529247911,0,1,0,0,0
-117.87,34.15,37,269500,0.156308851,6.620947631,0,1,0,0,0
-117.86,34.14,36,235300,0.215369713,4.884858044,0,1,0,0,0
-117.87,34.14,30,209200,0.234869739,4.46332737,0,1,0,0,0
-117.85,34.13,31,233000,0.162327718,6.465346535,0,1,0,0,0
-117.85,34.12,30,192100,0.236546828,4.577568134,0,1,0,0,0
-117.86,34.13,33,245500,0.179605539,5.660332542,0,1,0,0,0
-117.86,34.13,40,209500,0.214723926,5.09375,0,1,0,0,0
-117.86,34.13,29,170800,0.23015873,4.256756757,0,1,0,0,0
-117.87,34.13,32,194500,0.214244687,5.228228228,1,0,0,0,0
-117.87,34.13,29,194300,0.246273107,4.1925,1,0,0,0,0
-117.82,34.12,26,209400,0.16933932,5.721100917,0,1,0,0,0
-117.84,34.12,25,228900,0.163347763,6.464552239,0,1,0,0,0
-117.83,34.11,29,203000,0.163609135,6.002247191,0,1,0,0,0
-117.84,34.11,17,191700,0.17747928,5.634460548,0,1,0,0,0
-117.84,34.12,34,187600,0.170286278,6.102409639,0,1,0,0,0
-117.85,34.11,25,223000,0.179254457,5.688383528,0,1,0,0,0
-117.81,34.08,13,348900,0.134106678,7.696287025,0,1,0,0,0
-117.81,34.12,23,192600,0.166501487,6.351618705,0,1,0,0,0
-117.81,34.11,21,150400,0.232117208,4.666219839,0,1,0,0,0
-117.81,34.1,19,144600,0.20620155,4.974293059,0,1,0,0,0
-117.83,34.1,18,231100,0.179394159,5.73374935,0,1,0,0,0
-117.76,34.1,28,202200,0.213166911,4.790152403,0,1,0,0,0
-117.78,34.09,32,177200,0.19523269,5.529288703,0,1,0,0,0
-117.79,34.1,26,190500,0.206730769,4.908554572,0,1,0,0,0
-117.76,34.12,16,275700,0.1672949,6.069986541,0,1,0,0,0
-117.77,34.12,15,230000,0.180751174,6.129496403,0,1,0,0,0
-117.76,34.11,22,180500,0.19331307,5.26119403,0,1,0,0,0
-117.77,34.1,50,167200,0.206867672,5.202614379,0,1,0,0,0
-117.77,34.11,28,180900,0.207207207,5.136246787,0,1,0,0,0
-117.78,34.11,23,212300,0.195084051,5.334589299,0,1,0,0,0
-117.74,34.11,28,214700,0.161991986,6.69348659,0,1,0,0,0
-117.75,34.12,25,240700,0.184439106,5.310107949,0,1,0,0,0
-117.74,34.1,26,136000,0.221814176,5.467871486,0,1,0,0,0
-117.74,34.1,29,121900,0.177972283,5.154135338,0,1,0,0,0
-117.75,34.1,21,156800,0.269426199,3.963163065,0,1,0,0,0
-117.71,34.12,20,239500,0.168266667,6.051640667,0,1,0,0,0
-117.73,34.12,26,261800,0.138411519,7.298305085,0,1,0,0,0
-117.71,34.1,41,125000,0.234234234,4.512195122,0,1,0,0,0
-117.71,34.1,52,212500,0.268077601,4.5,0,1,0,0,0
-117.72,34.1,52,291200,0.173003139,5.588693957,0,1,0,0,0
-117.72,34.1,32,181800,0.276149337,4.001234568,0,1,0,0,0
-117.72,34.1,46,289700,0.18490109,5.443956044,0,1,0,0,0
-117.71,34.09,36,158700,0.180508153,5.459627329,0,1,0,0,0
-117.71,34.08,26,154200,0.180029155,5.901075269,0,1,0,0,0
-117.72,34.09,36,151800,0.222674813,4.926421405,0,1,0,0,0
-117.72,34.09,33,152500,0.187587869,5.696796339,0,1,0,0,0
-117.73,34.09,30,112100,0.211513859,5.165198238,0,1,0,0,0
-117.73,34.09,36,117800,0.192482178,5.092409241,0,1,0,0,0
-117.73,34.08,33,115200,0.196296296,5.252918288,0,1,0,0,0
-117.74,34.09,30,136400,0.184745233,5.682060391,0,1,0,0,0
-117.75,34.08,33,135100,0.1851983,5.728194726,0,1,0,0,0
-117.75,34.08,33,139100,0.181818182,5.308457711,0,1,0,0,0
-117.75,34.09,36,146900,0.17970265,5.67706422,0,1,0,0,0
-117.76,34.08,37,139200,0.22182943,4.335249042,0,1,0,0,0
-117.77,34.08,27,214800,0.157193456,7.160628019,0,1,0,0,0
-117.77,34.07,36,124000,0.223134839,4.645468998,0,1,0,0,0
-117.77,34.07,29,113600,0.222446237,4.701421801,0,1,0,0,0
-117.75,34.07,52,127300,0.224806202,4.513119534,0,1,0,0,0
-117.76,34.07,51,109800,0.256176853,3.963917526,0,1,0,0,0
-117.76,34.07,48,127200,0.213483146,5.30733945,0,1,0,0,0
-117.76,34.06,33,103600,0.265428727,3.879237288,0,1,0,0,0
-117.76,34.06,47,92600,0.212598425,5.906976744,0,1,0,0,0
-117.77,34.06,27,108000,0.288797062,3.685279188,0,1,0,0,0
-117.78,34.07,18,113500,0.213850416,4.718954248,0,1,0,0,0
-117.78,34.06,25,114800,0.286799065,3.581589958,0,1,0,0,0
-117.79,34.07,33,116300,0.196576151,5.627906977,0,1,0,0,0
-117.79,34.07,34,116100,0.196923077,5.327868852,0,1,0,0,0
-117.78,34.06,33,128700,0.257575758,3.52,0,1,0,0,0
-117.78,34.05,39,131300,0.201159223,5.332727273,0,1,0,0,0
-117.8,34.05,5,125900,0.259700176,4.99009901,1,0,0,0,0
-117.8,34.06,34,108500,0.189639223,4.28968254,0,1,0,0,0
-117.82,34.05,21,117300,0.22897544,4.833333333,1,0,0,0,0
-117.76,34.06,30,91900,0.296470588,3.703703704,0,1,0,0,0
-117.76,34.05,36,98000,0.281443299,3.721227621,0,1,0,0,0
-117.75,34.05,35,93300,0.262180974,4.144230769,0,1,0,0,0
-117.76,34.05,36,116200,0.261526439,4.07537155,0,1,0,0,0
-117.74,34.08,35,134300,0.184748915,5.505119454,0,1,0,0,0
-117.74,34.07,42,135700,0.220846645,4.919449902,0,1,0,0,0
-117.74,34.06,48,129200,0.245693191,4.448905109,0,1,0,0,0
-117.74,34.07,52,140100,0.169164882,5.695121951,0,1,0,0,0
-117.75,34.07,52,161000,0.166536357,6.269607843,0,1,0,0,0
-117.75,34.07,52,146200,0.229803922,4.427083333,0,1,0,0,0
-117.72,34.08,34,128800,0.179066375,5.528225806,0,1,0,0,0
-117.72,34.07,33,134200,0.180487805,5.616438356,0,1,0,0,0
-117.73,34.08,28,130800,0.206649913,5.422431866,0,1,0,0,0
-117.73,34.07,34,135000,0.179544329,5.320158103,0,1,0,0,0
-117.72,34.06,32,113200,0.296061566,3.882249561,0,1,0,0,0
-117.73,34.06,34,117800,0.313953488,2.890756303,0,1,0,0,0
-117.73,34.06,51,98800,0.230923695,4.446428571,0,1,0,0,0
-117.73,34.07,33,122600,0.254554919,4.113490364,0,1,0,0,0
-117.73,34.07,33,119400,0.254634146,3.810408922,0,1,0,0,0
-117.73,34.05,36,118100,0.249230769,4.184549356,0,1,0,0,0
-117.73,34.05,28,113300,0.279550399,3.974063401,0,1,0,0,0
-117.74,34.05,30,94300,0.267510549,3.92384106,0,1,0,0,0
-117.74,34.05,29,110700,0.28548124,3.687218045,0,1,0,0,0
-117.74,34.05,27,110900,0.278169014,3.85520362,0,1,0,0,0
-117.75,34.05,46,110600,0.241891892,4.252873563,0,1,0,0,0
-117.73,34.04,26,129700,0.212699242,4.724691358,0,1,0,0,0
-117.73,34.03,42,118100,0.192170819,5.652298851,0,1,0,0,0
-117.74,34.02,33,116400,0.200172563,5.139689579,0,1,0,0,0
-117.74,34.04,27,129600,0.198645598,4.933184855,0,1,0,0,0
-117.74,34.03,27,123300,0.223295611,4.805039788,0,1,0,0,0
-117.75,34.04,22,113600,0.215739484,4.897009967,0,1,0,0,0
-117.76,34.04,36,113000,0.199821588,5.015659955,0,1,0,0,0
-117.85,34,26,227900,0.148230088,7.193633952,1,0,0,0,0
-117.86,33.99,10,310700,0.157800224,6.684171043,1,0,0,0,0
-117.8,34.03,25,247600,0.151650943,6.656200942,1,0,0,0,0
-117.78,34.03,8,253900,0.165034005,6.347326733,1,0,0,0,0
-117.83,34.01,16,212900,0.174677112,6.157757497,1,0,0,0,0
-117.8,34.02,23,230600,0.176365264,6.41954023,1,0,0,0,0
-117.81,34.01,12,282100,0.178536479,5.918275418,1,0,0,0,0
-117.79,34.02,5,315600,0.153130016,6.73028448,1,0,0,0,0
-117.84,34,26,253800,0.146800502,6.99122807,1,0,0,0,0
-117.83,33.99,14,267000,0.156957836,6.549701046,1,0,0,0,0
-117.84,33.98,26,221200,0.153106102,6.134907251,1,0,0,0,0
-117.83,33.97,11,368300,0.142943389,7.450865052,1,0,0,0,0
-117.87,34.04,7,339700,0.150866426,6.802554028,1,0,0,0,0
-117.86,34.02,19,262100,0.148730159,6.680805938,1,0,0,0,0
-117.87,34.02,16,271500,0.161880631,6.19895288,1,0,0,0,0
-117.84,34.04,4,402500,0.155035646,6.969209237,1,0,0,0,0
-117.85,34.06,24,462700,0.158887468,6.627118644,1,0,0,0,0
-117.85,34.08,23,386200,0.143103448,6.516853933,1,0,0,0,0
-117.85,34.07,32,500001,0.132720105,8.010526316,1,0,0,0,0
-117.86,34.08,31,380900,0.138272583,7.358600583,1,0,0,0,0
-117.87,34.08,33,267200,0.158477202,5.913612565,1,0,0,0,0
-117.87,34.07,21,258700,0.186745712,6.149739583,1,0,0,0,0
-117.85,34.1,22,189900,0.18227457,5.858597285,1,0,0,0,0
-117.86,34.09,29,218200,0.151750973,6.330049261,1,0,0,0,0
-117.85,34.09,16,263900,0.140254609,6.998463902,1,0,0,0,0
-117.86,34.09,26,239100,0.159037559,6.276243094,1,0,0,0,0
-117.87,34.1,25,191700,0.216032609,5.20754717,1,0,0,0,0
-117.87,34.09,31,189600,0.220350404,4.681388013,1,0,0,0,0
-117.88,34.1,32,216600,0.184986595,5.55794702,1,0,0,0,0
-117.89,34.09,36,188300,0.176697957,5.454819277,1,0,0,0,0
-117.87,34.09,36,220000,0.150749803,6.335,1,0,0,0,0
-117.87,34.08,33,206900,0.220385675,4.560301508,1,0,0,0,0
-117.88,34.09,29,186000,0.231264637,4.692307692,1,0,0,0,0
-117.86,34.1,23,180600,0.193293886,5.439914163,1,0,0,0,0
-117.86,34.1,29,196900,0.166244726,6.045918367,1,0,0,0,0
-117.87,34.1,15,173300,0.212669683,5.058405683,1,0,0,0,0
-117.84,34.1,17,180700,0.207248596,5.134993447,1,0,0,0,0
-117.85,34.11,27,180600,0.230549199,4.201923077,0,1,0,0,0
-117.87,34.12,33,183800,0.175327829,6.073746313,1,0,0,0,0
-117.88,34.12,33,158500,0.184511785,5.755813953,1,0,0,0,0
-117.88,34.12,34,178000,0.180921053,6.08,1,0,0,0,0
-117.87,34.12,34,174500,0.219123506,4.626728111,1,0,0,0,0
-117.87,34.11,23,199600,0.201426463,5.516960651,1,0,0,0,0
-117.87,34.11,34,192200,0.159365559,5.807017544,1,0,0,0,0
-117.88,34.11,30,182700,0.195327709,4.978998384,1,0,0,0,0
-117.89,34.12,35,168800,0.163945578,5.975609756,1,0,0,0,0
-117.88,34.12,35,165300,0.175349428,5.446366782,1,0,0,0,0
-117.89,34.11,36,151300,0.182382134,5.267973856,1,0,0,0,0
-117.88,34.11,18,157000,0.229216558,4.455792683,1,0,0,0,0
-117.89,34.12,35,141900,0.187975121,5.399253731,1,0,0,0,0
-117.89,34.12,35,141300,0.204980843,4.940063091,1,0,0,0,0
-117.89,34.11,27,140200,0.219802794,4.887550201,1,0,0,0,0
-117.9,34.11,37,140100,0.198289269,5.164658635,1,0,0,0,0
-117.88,34.13,25,155600,0.255568581,4.107544141,1,0,0,0,0
-117.88,34.12,36,164300,0.172991621,5.574175824,1,0,0,0,0
-117.89,34.13,34,147400,0.178786475,5.607792208,1,0,0,0,0
-117.9,34.13,25,117600,0.278283485,4.090425532,1,0,0,0,0
-117.9,34.13,32,136100,0.238414634,4.581005587,1,0,0,0,0
-117.9,34.13,5,139800,0.280639432,3.620578778,1,0,0,0,0
-117.9,34.13,37,133000,0.23431427,4.237647059,1,0,0,0,0
-117.9,34.12,33,124100,0.255033557,4.952908587,1,0,0,0,0
-117.9,34.12,33,138200,0.232154341,4.028497409,1,0,0,0,0
-117.9,34.12,35,151400,0.202716823,4.330316742,1,0,0,0,0
-117.91,34.13,34,138500,0.212987013,4.858044164,1,0,0,0,0
-117.92,34.13,42,132600,0.225879682,4.82739726,0,1,0,0,0
-117.91,34.12,41,145500,0.216236438,4.515202703,1,0,0,0,0
-117.91,34.12,33,149500,0.222142344,4.667785235,1,0,0,0,0
-117.92,34.12,32,144400,0.225705329,4.656934307,1,0,0,0,0
-117.93,34.12,36,134400,0.227891156,3.675,0,1,0,0,0
-117.9,34.11,23,142600,0.275544389,4.02358888,1,0,0,0,0
-117.91,34.11,20,153000,0.21659278,4.429172511,1,0,0,0,0
-117.92,34.11,24,126200,0.244890768,4.4,1,0,0,0,0
-117.94,34.1,31,153400,0.205004036,5.077868852,1,0,0,0,0
-117.97,34.11,18,137500,0.227642276,4.730769231,0,1,0,0,0
-117.99,34.08,11,141000,0.219674865,4.517890772,0,1,0,0,0
-117.99,34.07,31,147200,0.244857332,4.342939481,0,1,0,0,0
-117.98,34.07,15,139400,0.250635055,4.304981774,0,1,0,0,0
-117.98,34.07,28,152500,0.240362812,4.083333333,0,1,0,0,0
-117.99,34.06,32,145800,0.247290245,4.186554622,0,1,0,0,0
-118,34.07,34,138500,0.268867925,3.981220657,0,1,0,0,0
-117.99,34.07,35,145900,0.214158239,4.506702413,0,1,0,0,0
-117.99,34.08,35,134800,0.200581395,5.403141361,0,1,0,0,0
-117.97,34.08,8,142400,0.236803157,4.534675615,0,1,0,0,0
-117.97,34.08,30,164100,0.212842389,4.62993763,0,1,0,0,0
-117.96,34.07,32,158400,0.243642612,4.343283582,1,0,0,0,0
-117.97,34.07,20,157100,0.240426563,4.408119658,1,0,0,0,0
-117.97,34.07,22,162500,0.253129346,4.292537313,1,0,0,0,0
-117.98,34.08,17,152200,0.228021978,4.510532838,0,1,0,0,0
-117.98,34.1,22,159700,0.213566508,4.805602716,0,1,0,0,0
-117.98,34.09,31,161300,0.200780996,5.173400673,0,1,0,0,0
-117.97,34.09,27,160500,0.213224993,4.683727034,0,1,0,0,0
-117.95,34.11,29,140800,0.225579053,4.597222222,0,1,0,0,0
-117.96,34.1,35,141600,0.223984143,4.770685579,0,1,0,0,0
-117.97,34.1,33,143900,0.202824134,4.609467456,0,1,0,0,0
-117.97,34.1,26,160100,0.19799857,5.06884058,0,1,0,0,0
-117.96,34.09,30,160800,0.228220402,4.687609075,0,1,0,0,0
-117.96,34.09,6,131000,0.273285568,3.939516129,0,1,0,0,0
-117.96,34.1,30,141800,0.236756757,4.322429907,0,1,0,0,0
-117.97,34.09,31,143400,0.229938827,4.147761194,0,1,0,0,0
-117.95,34.09,21,166500,0.218510158,5.286396181,1,0,0,0,0
-117.95,34.08,34,154100,0.208955224,5.084821429,1,0,0,0,0
-117.95,34.09,18,140600,0.27480916,3.561933535,1,0,0,0,0
-117.96,34.08,39,151800,0.314126394,3.240963855,1,0,0,0,0
-117.96,34.08,33,159900,0.204769935,4.89504717,1,0,0,0,0
-117.96,34.08,28,173100,0.194984105,5.082585278,1,0,0,0,0
-117.94,34.09,21,176700,0.249353528,4.32428115,1,0,0,0,0
-117.94,34.08,32,195400,0.190088757,5.440643863,1,0,0,0,0
-117.94,34.08,34,201200,0.241624365,4.852216749,1,0,0,0,0
-117.94,34.08,35,187700,0.174258253,5.724880383,1,0,0,0,0
-117.95,34.08,37,189000,0.178540018,5.030973451,1,0,0,0,0
-117.95,34.07,37,176500,0.200805234,5.256613757,1,0,0,0,0
-117.93,34.09,34,163900,0.196624088,5.121495327,1,0,0,0,0
-117.93,34.09,35,161300,0.195652174,4.797546012,1,0,0,0,0
-117.93,34.09,35,165500,0.186673718,4.95026178,1,0,0,0,0
-117.93,34.09,37,154200,0.189873418,5.042553191,1,0,0,0,0
-117.92,34.08,36,191900,0.177431907,5.562770563,1,0,0,0,0
-117.92,34.08,35,185200,0.193548387,5.09178744,1,0,0,0,0
-117.93,34.07,34,188800,0.216465578,5.161172161,1,0,0,0,0
-117.93,34.08,36,187100,0.179431072,5.68879668,1,0,0,0,0
-117.93,34.08,35,206000,0.185776488,5.3828125,1,0,0,0,0
-117.93,34.08,36,197000,0.178459612,5.871323529,1,0,0,0,0
-117.93,34.08,36,185800,0.177293065,5.5875,1,0,0,0,0
-117.91,34.08,33,217100,0.194408602,5.224719101,1,0,0,0,0
-117.91,34.08,35,186900,0.184338184,5.507633588,1,0,0,0,0
-117.92,34.08,36,189600,0.169709263,6.036734694,1,0,0,0,0
-117.92,34.08,35,207000,0.173655914,6.098360656,1,0,0,0,0
-117.92,34.08,35,199400,0.163943068,5.873065015,1,0,0,0,0
-117.91,34.1,28,181100,0.195452084,5.144846797,1,0,0,0,0
-117.91,34.09,20,185400,0.239657962,4.49325026,1,0,0,0,0
-117.92,34.09,35,165700,0.175690608,5.451807229,1,0,0,0,0
-117.92,34.1,33,150500,0.206663196,4.888040712,1,0,0,0,0
-117.9,34.1,31,166000,0.21715996,4.881493506,1,0,0,0,0
-117.91,34.1,35,166700,0.174071377,5.481037924,1,0,0,0,0
-117.92,34.1,35,160700,0.201402806,5.336898396,1,0,0,0,0
-117.89,34.1,27,180400,0.217898833,4.920471281,1,0,0,0,0
-117.89,34.1,35,175900,0.170800628,5.647163121,1,0,0,0,0
-117.89,34.1,34,168600,0.200683594,4.923076923,1,0,0,0,0
-117.9,34.1,35,176600,0.173420957,5.670807453,1,0,0,0,0
-117.9,34.09,34,220800,0.174135723,5.872180451,1,0,0,0,0
